parcellation,scale,spintype,netclass,network,zscore,pval
atl-cammoun2012,scale060,vazquez-rodriguez,vek,association cortex 1,-0.8281345719725374,0.4176582341765823
atl-cammoun2012,scale060,vazquez-rodriguez,vek,association cortex 2,0.2729056679451178,0.8313168683131686
atl-cammoun2012,scale060,vazquez-rodriguez,vek,insular cortex,-0.6177837415454919,0.5534446555344466
atl-cammoun2012,scale060,vazquez-rodriguez,vek,limbic regions,-2.804463798029686,0.003999600039996
atl-cammoun2012,scale060,vazquez-rodriguez,vek,primary motor cortex,1.9411234749979593,0.044295570442955706
atl-cammoun2012,scale060,vazquez-rodriguez,vek,primary sensory cortex,2.982664862175717,0.0010998900109989002
atl-cammoun2012,scale060,vazquez-rodriguez,vek,primary/secondary sensory,0.7718125038168476,0.4213578642135786
atl-cammoun2012,scale060,vasa,vek,association cortex 1,-1.1173536507182742,0.27017298270172985
atl-cammoun2012,scale060,vasa,vek,association cortex 2,0.29982910558749903,0.8275172482751725
atl-cammoun2012,scale060,vasa,vek,insular cortex,-0.7394783947080346,0.529047095290471
atl-cammoun2012,scale060,vasa,vek,limbic regions,-2.8958705032359964,0.0012998700129987
atl-cammoun2012,scale060,vasa,vek,primary motor cortex,2.127829178366445,0.021997800219978002
atl-cammoun2012,scale060,vasa,vek,primary sensory cortex,3.0733349386090443,0.0011998800119988001
atl-cammoun2012,scale060,vasa,vek,primary/secondary sensory,1.0338997147763054,0.3033696630336966
atl-cammoun2012,scale060,hungarian,vek,association cortex 1,-0.9216839791814381,0.3645635436456354
atl-cammoun2012,scale060,hungarian,vek,association cortex 2,0.2681655759301163,0.8511148885111489
atl-cammoun2012,scale060,hungarian,vek,insular cortex,-0.6467586027605824,0.5773422657734226
atl-cammoun2012,scale060,hungarian,vek,limbic regions,-2.649717588997088,0.0026997300269973002
atl-cammoun2012,scale060,hungarian,vek,primary motor cortex,2.009407951037848,0.027597240275972403
atl-cammoun2012,scale060,hungarian,vek,primary sensory cortex,2.951904781322434,0.0015998400159984002
atl-cammoun2012,scale060,hungarian,vek,primary/secondary sensory,0.9237208127839747,0.35436456354364565
atl-cammoun2012,scale060,baum,vek,association cortex 1,-0.9907746670740801,0.33556644335566443
atl-cammoun2012,scale060,baum,vek,association cortex 2,0.2643837297288649,0.831916808319168
atl-cammoun2012,scale060,baum,vek,insular cortex,-0.6972576841536114,0.4843937575030012
atl-cammoun2012,scale060,baum,vek,limbic regions,-3.18011550677779,0.0011998800119988001
atl-cammoun2012,scale060,baum,vek,primary motor cortex,2.2204203377767837,0.0245975402459754
atl-cammoun2012,scale060,baum,vek,primary sensory cortex,3.3187585337721264,0.0004999500049995
atl-cammoun2012,scale060,baum,vek,primary/secondary sensory,0.8309349055889526,0.38116188381161886
atl-cammoun2012,scale060,cornblath,vek,association cortex 1,-1.1474593423989337,0.2612738726127387
atl-cammoun2012,scale060,cornblath,vek,association cortex 2,0.27719531292716304,0.823917608239176
atl-cammoun2012,scale060,cornblath,vek,insular cortex,-0.7555193062802845,0.46528611444577833
atl-cammoun2012,scale060,cornblath,vek,limbic regions,-3.333588399573523,9.999000099990002e-05
atl-cammoun2012,scale060,cornblath,vek,primary motor cortex,2.3271260563722644,0.017998200179982
atl-cammoun2012,scale060,cornblath,vek,primary sensory cortex,3.660545596398404,9.999000099990002e-05
atl-cammoun2012,scale060,cornblath,vek,primary/secondary sensory,0.8433459379156434,0.38236176382361764
atl-cammoun2012,scale060,burt2018,vek,association cortex 1,-1.6014681256542194,0.10258974102589741
atl-cammoun2012,scale060,burt2018,vek,association cortex 2,0.3384806731549182,0.7407259274072593
atl-cammoun2012,scale060,burt2018,vek,insular cortex,-0.5964564618827131,0.6034396560343965
atl-cammoun2012,scale060,burt2018,vek,limbic regions,-3.1776646491984932,0.00029997000299970003
atl-cammoun2012,scale060,burt2018,vek,primary motor cortex,1.4548443460854192,0.09359064093590641
atl-cammoun2012,scale060,burt2018,vek,primary sensory cortex,2.564136585487413,0.00019998000199980003
atl-cammoun2012,scale060,burt2018,vek,primary/secondary sensory,0.8459964551294535,0.4263573642635736
atl-cammoun2012,scale060,burt2020,vek,association cortex 1,-1.567408630227902,0.11968803119688032
atl-cammoun2012,scale060,burt2020,vek,association cortex 2,0.3548594828217799,0.7362263773622638
atl-cammoun2012,scale060,burt2020,vek,insular cortex,-0.8719777224355226,0.37696230376962303
atl-cammoun2012,scale060,burt2020,vek,limbic regions,-3.793179809620377,9.999000099990002e-05
atl-cammoun2012,scale060,burt2020,vek,primary motor cortex,2.292567054562555,0.015798420157984203
atl-cammoun2012,scale060,burt2020,vek,primary sensory cortex,3.4958610735758793,0.00019998000199980003
atl-cammoun2012,scale060,burt2020,vek,primary/secondary sensory,1.3230211675539805,0.193980601939806
atl-cammoun2012,scale060,moran,vek,association cortex 1,-1.0189006689503244,0.32086791320867913
atl-cammoun2012,scale060,moran,vek,association cortex 2,0.26229481101602325,0.7821217878212179
atl-cammoun2012,scale060,moran,vek,insular cortex,-0.7586128181250935,0.461053894610539
atl-cammoun2012,scale060,moran,vek,limbic regions,-2.4743002872345086,0.001999800019998
atl-cammoun2012,scale060,moran,vek,primary motor cortex,1.8783848480609573,0.05879412058794121
atl-cammoun2012,scale060,moran,vek,primary sensory cortex,2.6713421147479894,0.0027997200279972004
atl-cammoun2012,scale060,moran,vek,primary/secondary sensory,0.7247572709048387,0.49175082491750827
atl-cammoun2012,scale060,naive-para,vek,association cortex 1,-0.1767312084214494,0.02533061332162993
atl-cammoun2012,scale060,naive-para,vek,association cortex 2,0.1308143893930444,0.5085513632833079
atl-cammoun2012,scale060,naive-para,vek,insular cortex,-0.5054380909003734,0.1547990958846484
atl-cammoun2012,scale060,naive-para,vek,limbic regions,-1.3077969652927666,0.0009679428692434685
atl-cammoun2012,scale060,naive-para,vek,primary motor cortex,1.3168282931397706,0.000160951704648468
atl-cammoun2012,scale060,naive-para,vek,primary sensory cortex,1.2878080332861321,0.0012643716355926185
atl-cammoun2012,scale060,naive-para,vek,primary/secondary sensory,0.32352924890829654,0.10118487757839889
atl-cammoun2012,scale125,naive-nonpara,vek,association cortex 1,-3.0199977145231616,0.0020997900209979003
atl-cammoun2012,scale125,naive-nonpara,vek,association cortex 2,0.6984821366178803,0.47415258474152583
atl-cammoun2012,scale125,naive-nonpara,vek,insular cortex,-1.9217020806029337,0.054094590540945904
atl-cammoun2012,scale125,naive-nonpara,vek,limbic regions,-6.269918240632141,9.999000099990002e-05
atl-cammoun2012,scale125,naive-nonpara,vek,primary motor cortex,5.067964765982385,9.999000099990002e-05
atl-cammoun2012,scale125,naive-nonpara,vek,primary sensory cortex,4.725314471222773,9.999000099990002e-05
atl-cammoun2012,scale125,naive-nonpara,vek,primary/secondary sensory,2.764184965950663,0.004899510048995101
atl-cammoun2012,scale125,vazquez-rodriguez,vek,association cortex 1,-0.8005501640885699,0.43815618438156184
atl-cammoun2012,scale125,vazquez-rodriguez,vek,association cortex 2,0.3545296992936107,0.7962203779622038
atl-cammoun2012,scale125,vazquez-rodriguez,vek,insular cortex,-0.7545266746929812,0.46815318468153183
atl-cammoun2012,scale125,vazquez-rodriguez,vek,limbic regions,-2.95087008229603,0.0020997900209979003
atl-cammoun2012,scale125,vazquez-rodriguez,vek,primary motor cortex,2.1486285443391093,0.021597840215978402
atl-cammoun2012,scale125,vazquez-rodriguez,vek,primary sensory cortex,3.6668874416983037,0.0006999300069993001
atl-cammoun2012,scale125,vazquez-rodriguez,vek,primary/secondary sensory,1.0704595098125642,0.278972102789721
atl-cammoun2012,scale125,vasa,vek,association cortex 1,-1.630226800740064,0.10548945105489452
atl-cammoun2012,scale125,vasa,vek,association cortex 2,0.2553294688769574,0.8411158884111589
atl-cammoun2012,scale125,vasa,vek,insular cortex,-1.0571086679870974,0.3334666533346665
atl-cammoun2012,scale125,vasa,vek,limbic regions,-2.927878844901879,0.0004999500049995
atl-cammoun2012,scale125,vasa,vek,primary motor cortex,2.426722688888057,0.0030996900309969004
atl-cammoun2012,scale125,vasa,vek,primary sensory cortex,3.9592158542218465,0.00019998000199980003
atl-cammoun2012,scale125,vasa,vek,primary/secondary sensory,1.1466739371178782,0.26917308269173085
atl-cammoun2012,scale125,hungarian,vek,association cortex 1,-1.4234201860509228,0.16878312168783122
atl-cammoun2012,scale125,hungarian,vek,association cortex 2,0.2272716807183703,0.869013098690131
atl-cammoun2012,scale125,hungarian,vek,insular cortex,-0.9370379590294834,0.407959204079592
atl-cammoun2012,scale125,hungarian,vek,limbic regions,-2.881851532061632,0.001999800019998
atl-cammoun2012,scale125,hungarian,vek,primary motor cortex,2.256906012900706,0.005499450054994501
atl-cammoun2012,scale125,hungarian,vek,primary sensory cortex,3.9961791820199464,0.0007999200079992001
atl-cammoun2012,scale125,hungarian,vek,primary/secondary sensory,1.029280591022126,0.3163683631636836
atl-cammoun2012,scale125,baum,vek,association cortex 1,-0.9129551151385803,0.3782621737826217
atl-cammoun2012,scale125,baum,vek,association cortex 2,0.34990178172812075,0.7926207379262074
atl-cammoun2012,scale125,baum,vek,insular cortex,-0.7401656919758283,0.46169233846769353
atl-cammoun2012,scale125,baum,vek,limbic regions,-3.0328059294007423,0.0027997200279972004
atl-cammoun2012,scale125,baum,vek,primary motor cortex,2.149874932305444,0.025097490250974904
atl-cammoun2012,scale125,baum,vek,primary sensory cortex,3.638916785210233,0.0007999200079992001
atl-cammoun2012,scale125,baum,vek,primary/secondary sensory,1.0446883764721084,0.2893710628937106
atl-cammoun2012,scale125,cornblath,vek,association cortex 1,-0.9878314922896165,0.3428657134286571
atl-cammoun2012,scale125,cornblath,vek,association cortex 2,0.3461962783090831,0.7951204879512048
atl-cammoun2012,scale125,cornblath,vek,insular cortex,-0.7958897841693503,0.4449889977995599
atl-cammoun2012,scale125,cornblath,vek,limbic regions,-3.207596061327836,0.000999900009999
atl-cammoun2012,scale125,cornblath,vek,primary motor cortex,2.2374245356540983,0.017998200179982
atl-cammoun2012,scale125,cornblath,vek,primary sensory cortex,3.935522096922812,9.999000099990002e-05
atl-cammoun2012,scale125,cornblath,vek,primary/secondary sensory,1.0727681872603125,0.280971902809719
atl-cammoun2012,scale125,burt2018,vek,association cortex 1,-1.840623770305466,0.05959404059594041
atl-cammoun2012,scale125,burt2018,vek,association cortex 2,0.14975758195244065,0.9262073792620737
atl-cammoun2012,scale125,burt2018,vek,insular cortex,-0.7275626912890336,0.6432356764323568
atl-cammoun2012,scale125,burt2018,vek,limbic regions,-4.376930969815991,9.999000099990002e-05
atl-cammoun2012,scale125,burt2018,vek,primary motor cortex,2.483579248621648,0.007399260073992601
atl-cammoun2012,scale125,burt2018,vek,primary sensory cortex,6.601922725241152,9.999000099990002e-05
atl-cammoun2012,scale125,burt2018,vek,primary/secondary sensory,0.4261342643482738,0.8007199280071993
atl-cammoun2012,scale125,burt2020,vek,association cortex 1,-2.0880494413535287,0.034996500349965
atl-cammoun2012,scale125,burt2020,vek,association cortex 2,0.2932490215570005,0.7818218178182181
atl-cammoun2012,scale125,burt2020,vek,insular cortex,-1.2388796182465067,0.22157784221577842
atl-cammoun2012,scale125,burt2020,vek,limbic regions,-3.99512753636282,9.999000099990002e-05
atl-cammoun2012,scale125,burt2020,vek,primary motor cortex,2.628417010084039,0.0037996200379962005
atl-cammoun2012,scale125,burt2020,vek,primary sensory cortex,4.511745738668771,9.999000099990002e-05
atl-cammoun2012,scale125,burt2020,vek,primary/secondary sensory,1.3324315895328982,0.19058094190580943
atl-cammoun2012,scale125,moran,vek,association cortex 1,-1.7641441390938977,0.07729227077292271
atl-cammoun2012,scale125,moran,vek,association cortex 2,0.3041250521024083,0.7713228677132287
atl-cammoun2012,scale125,moran,vek,insular cortex,-1.2177526835829222,0.23247675232476753
atl-cammoun2012,scale125,moran,vek,limbic regions,-3.752492944911616,9.999000099990002e-05
atl-cammoun2012,scale125,moran,vek,primary motor cortex,2.6586806989752914,0.004199580041995801
atl-cammoun2012,scale125,moran,vek,primary sensory cortex,4.063229249502246,9.999000099990002e-05
atl-cammoun2012,scale125,moran,vek,primary/secondary sensory,1.3019516484061167,0.1974802519748025
atl-cammoun2012,scale125,naive-para,vek,association cortex 1,-0.23090055916248048,0.0002871273763695918
atl-cammoun2012,scale125,naive-para,vek,association cortex 2,0.1105848060544792,0.32112829808892873
atl-cammoun2012,scale125,naive-para,vek,insular cortex,-0.6788290540897958,0.01830583482466738
atl-cammoun2012,scale125,naive-para,vek,limbic regions,-1.462390360629333,9.446722547009117e-05
atl-cammoun2012,scale125,naive-para,vek,primary motor cortex,1.3602510766635696,5.274153557642862e-06
atl-cammoun2012,scale125,naive-para,vek,primary sensory cortex,1.4633821104119338,3.3944582157209245e-05
atl-cammoun2012,scale125,naive-para,vek,primary/secondary sensory,0.37814972054207513,0.017077364274753995
atl-cammoun2012,scale250,naive-nonpara,vek,association cortex 1,-4.171107832102412,9.999000099990002e-05
atl-cammoun2012,scale250,naive-nonpara,vek,association cortex 2,0.9267870697655234,0.34896510348965104
atl-cammoun2012,scale250,naive-nonpara,vek,insular cortex,-2.7545202884199025,0.0082991700829917
atl-cammoun2012,scale250,naive-nonpara,vek,limbic regions,-8.972258602213806,9.999000099990002e-05
atl-cammoun2012,scale250,naive-nonpara,vek,primary motor cortex,6.453414088214714,9.999000099990002e-05
atl-cammoun2012,scale250,naive-nonpara,vek,primary sensory cortex,6.313653750953922,9.999000099990002e-05
atl-cammoun2012,scale250,naive-nonpara,vek,primary/secondary sensory,4.272737865468734,9.999000099990002e-05
atl-cammoun2012,scale250,vazquez-rodriguez,vek,association cortex 1,-0.7512989907846004,0.47875212478752127
atl-cammoun2012,scale250,vazquez-rodriguez,vek,association cortex 2,0.4317173550191096,0.7476252374762524
atl-cammoun2012,scale250,vazquez-rodriguez,vek,insular cortex,-0.8217264079899862,0.4032596740325967
atl-cammoun2012,scale250,vazquez-rodriguez,vek,limbic regions,-2.9509561101280206,0.0035996400359964
atl-cammoun2012,scale250,vazquez-rodriguez,vek,primary motor cortex,2.0276248885179964,0.038896110388961104
atl-cammoun2012,scale250,vazquez-rodriguez,vek,primary sensory cortex,3.177405056630563,0.0031996800319968005
atl-cammoun2012,scale250,vazquez-rodriguez,vek,primary/secondary sensory,1.2579709302258946,0.20987901209879012
atl-cammoun2012,scale250,vasa,vek,association cortex 1,-1.5692792843441203,0.11428857114288571
atl-cammoun2012,scale250,vasa,vek,association cortex 2,0.26096809829003154,0.8352164783521648
atl-cammoun2012,scale250,vasa,vek,insular cortex,-1.125649245350474,0.2846715328467153
atl-cammoun2012,scale250,vasa,vek,limbic regions,-3.049760271507258,0.0008999100089991
atl-cammoun2012,scale250,vasa,vek,primary motor cortex,2.2282062336986663,0.013298670132986702
atl-cammoun2012,scale250,vasa,vek,primary sensory cortex,3.494832205810842,0.0014998500149985001
atl-cammoun2012,scale250,vasa,vek,primary/secondary sensory,1.2511265474044153,0.22857714228577142
atl-cammoun2012,scale250,hungarian,vek,association cortex 1,-1.4195868812311472,0.1625837416258374
atl-cammoun2012,scale250,hungarian,vek,association cortex 2,0.2403564936964155,0.8554144585541446
atl-cammoun2012,scale250,hungarian,vek,insular cortex,-1.0283594390249848,0.34006599340065996
atl-cammoun2012,scale250,hungarian,vek,limbic regions,-2.947517423414357,0.0020997900209979003
atl-cammoun2012,scale250,hungarian,vek,primary motor cortex,2.064603206579236,0.0216978302169783
atl-cammoun2012,scale250,hungarian,vek,primary sensory cortex,3.383020998481727,0.0025997400259974
atl-cammoun2012,scale250,hungarian,vek,primary/secondary sensory,1.1708973139338825,0.255974402559744
atl-cammoun2012,scale250,baum,vek,association cortex 1,-0.9744888139474817,0.34726527347265274
atl-cammoun2012,scale250,baum,vek,association cortex 2,0.3912067503956617,0.7682231776822318
atl-cammoun2012,scale250,baum,vek,insular cortex,-0.8004348912825402,0.41676670668267307
atl-cammoun2012,scale250,baum,vek,limbic regions,-3.1953316611016036,0.0017998200179982
atl-cammoun2012,scale250,baum,vek,primary motor cortex,2.020827528106426,0.034896510348965105
atl-cammoun2012,scale250,baum,vek,primary sensory cortex,3.252200063248119,0.0031996800319968005
atl-cammoun2012,scale250,baum,vek,primary/secondary sensory,1.226531103033429,0.22237776222377761
atl-cammoun2012,scale250,cornblath,vek,association cortex 1,-0.9975045044312482,0.33456654334566543
atl-cammoun2012,scale250,cornblath,vek,association cortex 2,0.3891586512186609,0.7713228677132287
atl-cammoun2012,scale250,cornblath,vek,insular cortex,-0.8284784471577304,0.41116446578631455
atl-cammoun2012,scale250,cornblath,vek,limbic regions,-3.2553560594366315,0.0006999300069993001
atl-cammoun2012,scale250,cornblath,vek,primary motor cortex,2.046130446756023,0.0334966503349665
atl-cammoun2012,scale250,cornblath,vek,primary sensory cortex,3.3626504688086496,0.0022997700229977
atl-cammoun2012,scale250,cornblath,vek,primary/secondary sensory,1.2379846363505616,0.21807819218078192
atl-cammoun2012,scale250,burt2018,vek,association cortex 1,-1.2469711215016406,0.28087191280871915
atl-cammoun2012,scale250,burt2018,vek,association cortex 2,0.19274466656381126,0.9196080391960804
atl-cammoun2012,scale250,burt2018,vek,insular cortex,-1.1925949961022586,0.2558744125587441
atl-cammoun2012,scale250,burt2018,vek,limbic regions,-4.577941076335874,9.999000099990002e-05
atl-cammoun2012,scale250,burt2018,vek,primary motor cortex,1.714532448889927,0.005099490050994901
atl-cammoun2012,scale250,burt2018,vek,primary sensory cortex,5.250910091214071,9.999000099990002e-05
atl-cammoun2012,scale250,burt2018,vek,primary/secondary sensory,1.5189604844142397,0.13788621137886212
atl-cammoun2012,scale250,burt2020,vek,association cortex 1,-1.8467268687786764,0.0634936506349365
atl-cammoun2012,scale250,burt2020,vek,association cortex 2,0.34383647537522116,0.7382261773822618
atl-cammoun2012,scale250,burt2020,vek,insular cortex,-1.3338735331752627,0.18348165183481652
atl-cammoun2012,scale250,burt2020,vek,limbic regions,-4.392462771934184,9.999000099990002e-05
atl-cammoun2012,scale250,burt2020,vek,primary motor cortex,2.6568308822207207,0.0053994600539946005
atl-cammoun2012,scale250,burt2020,vek,primary sensory cortex,3.9115138497967155,9.999000099990002e-05
atl-cammoun2012,scale250,burt2020,vek,primary/secondary sensory,1.516653464631037,0.1352864713528647
atl-cammoun2012,scale250,moran,vek,association cortex 1,-1.7057559147380892,0.08859114088591141
atl-cammoun2012,scale250,moran,vek,association cortex 2,0.3017354578801636,0.7748225177482252
atl-cammoun2012,scale250,moran,vek,insular cortex,-1.334672906935058,0.18668133186681332
atl-cammoun2012,scale250,moran,vek,limbic regions,-3.7333096183110057,9.999000099990002e-05
atl-cammoun2012,scale250,moran,vek,primary motor cortex,2.584497042957198,0.0082991700829917
atl-cammoun2012,scale250,moran,vek,primary sensory cortex,3.5333299928947306,0.00029997000299970003
atl-cammoun2012,scale250,moran,vek,primary/secondary sensory,1.364200124121999,0.1765823417658234
atl-cammoun2012,scale250,naive-para,vek,association cortex 1,-0.24180030240394437,1.3812535458570358e-07
atl-cammoun2012,scale250,naive-para,vek,association cortex 2,0.10274453893564801,0.20116738448367058
atl-cammoun2012,scale250,naive-para,vek,insular cortex,-0.7271960730050031,0.0007441800582331326
atl-cammoun2012,scale250,naive-para,vek,limbic regions,-1.4219189133551458,1.1347679477726291e-08
atl-cammoun2012,scale250,naive-para,vek,primary motor cortex,1.2571804485000702,4.8546360641097186e-09
atl-cammoun2012,scale250,naive-para,vek,primary sensory cortex,1.07699619489235,1.0803821976548667e-10
atl-cammoun2012,scale250,naive-para,vek,primary/secondary sensory,0.4021987828341923,3.679732184327372e-05
atl-cammoun2012,scale500,naive-nonpara,vek,association cortex 1,-5.298562193369516,9.999000099990002e-05
atl-cammoun2012,scale500,naive-nonpara,vek,association cortex 2,1.1823646766805893,0.23967603239676033
atl-cammoun2012,scale500,naive-nonpara,vek,insular cortex,-3.7172655951978415,0.0005999400059994001
atl-cammoun2012,scale500,naive-nonpara,vek,limbic regions,-8.906637751026526,9.999000099990002e-05
atl-cammoun2012,scale500,naive-nonpara,vek,primary motor cortex,9.425527166780448,9.999000099990002e-05
atl-cammoun2012,scale500,naive-nonpara,vek,primary sensory cortex,8.906399605179683,9.999000099990002e-05
atl-cammoun2012,scale500,naive-nonpara,vek,primary/secondary sensory,5.502804176187588,9.999000099990002e-05
atl-cammoun2012,scale500,vazquez-rodriguez,vek,association cortex 1,-0.5018270075692279,0.6504349565043496
atl-cammoun2012,scale500,vazquez-rodriguez,vek,association cortex 2,0.4001539847283431,0.7566243375662434
atl-cammoun2012,scale500,vazquez-rodriguez,vek,insular cortex,-0.6523517054024668,0.47105289471052897
atl-cammoun2012,scale500,vazquez-rodriguez,vek,limbic regions,-1.9467365882713858,0.0575942405759424
atl-cammoun2012,scale500,vazquez-rodriguez,vek,primary motor cortex,1.9493958157954814,0.0532946705329467
atl-cammoun2012,scale500,vazquez-rodriguez,vek,primary sensory cortex,2.885193492085554,0.0071992800719928
atl-cammoun2012,scale500,vazquez-rodriguez,vek,primary/secondary sensory,1.1096790956961886,0.2636736326367363
atl-cammoun2012,scale500,vasa,vek,association cortex 1,-1.3723498307456505,0.17838216178382163
atl-cammoun2012,scale500,vasa,vek,association cortex 2,0.23866389066238056,0.8480151984801519
atl-cammoun2012,scale500,vasa,vek,insular cortex,-1.0038850084484343,0.3514648535146485
atl-cammoun2012,scale500,vasa,vek,limbic regions,-2.278352729856422,0.0184981501849815
atl-cammoun2012,scale500,vasa,vek,primary motor cortex,2.2804136633059247,0.0093990600939906
atl-cammoun2012,scale500,vasa,vek,primary sensory cortex,3.4594491063950037,0.0022997700229977
atl-cammoun2012,scale500,vasa,vek,primary/secondary sensory,1.1333670232030861,0.2753724627537246
atl-cammoun2012,scale500,hungarian,vek,association cortex 1,-1.275848234604651,0.21897810218978103
atl-cammoun2012,scale500,hungarian,vek,association cortex 2,0.20536516683750547,0.8745125487451255
atl-cammoun2012,scale500,hungarian,vek,insular cortex,-0.9265557371127998,0.39906009399060094
atl-cammoun2012,scale500,hungarian,vek,limbic regions,-2.2078523774258483,0.0221977802219778
atl-cammoun2012,scale500,hungarian,vek,primary motor cortex,2.1184178207432955,0.015898410158984102
atl-cammoun2012,scale500,hungarian,vek,primary sensory cortex,3.3551268013000626,0.0035996400359964
atl-cammoun2012,scale500,hungarian,vek,primary/secondary sensory,1.0579935429558822,0.3046695330466953
atl-cammoun2012,scale500,baum,vek,association cortex 1,-0.936273902094743,0.3728627137286271
atl-cammoun2012,scale500,baum,vek,association cortex 2,0.3127336016843538,0.807019298070193
atl-cammoun2012,scale500,baum,vek,insular cortex,-0.6987142739544051,0.4669466946694669
atl-cammoun2012,scale500,baum,vek,limbic regions,-2.370308605452474,0.028697130286971302
atl-cammoun2012,scale500,baum,vek,primary motor cortex,2.0318828985420456,0.040695930406959305
atl-cammoun2012,scale500,baum,vek,primary sensory cortex,3.1343206150495497,0.004199580041995801
atl-cammoun2012,scale500,baum,vek,primary/secondary sensory,1.0682701232438467,0.28377162283771623
atl-cammoun2012,scale500,cornblath,vek,association cortex 1,-0.9442431358847322,0.36896310368963103
atl-cammoun2012,scale500,cornblath,vek,association cortex 2,0.31618627957035217,0.8068193180681932
atl-cammoun2012,scale500,cornblath,vek,insular cortex,-0.7096308106280557,0.46334633463346336
atl-cammoun2012,scale500,cornblath,vek,limbic regions,-2.4019120284862545,0.026297370262973702
atl-cammoun2012,scale500,cornblath,vek,primary motor cortex,2.057569705982344,0.0377962203779622
atl-cammoun2012,scale500,cornblath,vek,primary sensory cortex,3.1961716214789258,0.0035996400359964
atl-cammoun2012,scale500,cornblath,vek,primary/secondary sensory,1.0789363212106702,0.2766723327667233
atl-cammoun2012,scale500,burt2018,vek,association cortex 1,-1.235309718128103,0.2196780321967803
atl-cammoun2012,scale500,burt2018,vek,association cortex 2,0.12273342935276588,0.9487051294870513
atl-cammoun2012,scale500,burt2018,vek,insular cortex,-0.5845058197681958,0.7116288371162883
atl-cammoun2012,scale500,burt2018,vek,limbic regions,-1.7670091260271399,0.007699230076992301
atl-cammoun2012,scale500,burt2018,vek,primary motor cortex,3.1160107591781396,0.0012998700129987
atl-cammoun2012,scale500,burt2018,vek,primary sensory cortex,3.302408952271996,0.0007999200079992001
atl-cammoun2012,scale500,burt2018,vek,primary/secondary sensory,1.2174797657704697,0.2385761423857614
atl-cammoun2012,scale500,burt2020,vek,association cortex 1,-1.6597751758676462,0.09719028097190281
atl-cammoun2012,scale500,burt2020,vek,association cortex 2,0.28880084094031805,0.7781221877812219
atl-cammoun2012,scale500,burt2020,vek,insular cortex,-1.2294064579677857,0.2201779822017798
atl-cammoun2012,scale500,burt2020,vek,limbic regions,-3.2831994194734784,0.0010998900109989002
atl-cammoun2012,scale500,burt2020,vek,primary motor cortex,2.8590887632698534,0.0034996500349965005
atl-cammoun2012,scale500,burt2020,vek,primary sensory cortex,3.897893773414758,9.999000099990002e-05
atl-cammoun2012,scale500,burt2020,vek,primary/secondary sensory,1.4145814554465526,0.1628837116288371
atl-cammoun2012,scale500,moran,vek,association cortex 1,-1.643139038359778,0.10388961103889612
atl-cammoun2012,scale500,moran,vek,association cortex 2,0.21994762624805564,0.8378162183781622
atl-cammoun2012,scale500,moran,vek,insular cortex,-1.57668869897652,0.11588841115888411
atl-cammoun2012,scale500,moran,vek,limbic regions,-2.750657580047017,0.0032996700329967
atl-cammoun2012,scale500,moran,vek,primary motor cortex,2.7484941237857323,0.003999600039996
atl-cammoun2012,scale500,moran,vek,primary sensory cortex,3.751081276885427,9.999000099990002e-05
atl-cammoun2012,scale500,moran,vek,primary/secondary sensory,1.2092247443918573,0.23527647235276472
atl-cammoun2012,scale500,naive-para,vek,association cortex 1,-0.20302777781455675,2.5663068367867564e-11
atl-cammoun2012,scale500,naive-para,vek,association cortex 2,0.08785992240210867,0.07759763249684687
atl-cammoun2012,scale500,naive-para,vek,insular cortex,-0.6223434905770363,1.290082038695038e-06
atl-cammoun2012,scale500,naive-para,vek,limbic regions,-0.9976328834514395,8.904820229473556e-11
atl-cammoun2012,scale500,naive-para,vek,primary motor cortex,1.2337689369325757,8.120630970171589e-16
atl-cammoun2012,scale500,naive-para,vek,primary sensory cortex,1.05315894851919,3.9315780715246204e-19
atl-cammoun2012,scale500,naive-para,vek,primary/secondary sensory,0.34868689463616553,3.6239124485748194e-08
atl-schaefer2018,100Parcels7Networks,naive-nonpara,vek,association cortex 1,-2.8702312486829835,0.0040995900409959
atl-schaefer2018,100Parcels7Networks,naive-nonpara,vek,association cortex 2,0.48510463286323224,0.6314368563143685
atl-schaefer2018,100Parcels7Networks,naive-nonpara,vek,insular cortex,-0.7699522036908849,0.43585641435856415
atl-schaefer2018,100Parcels7Networks,naive-nonpara,vek,limbic regions,-3.8852902869724364,0.00019998000199980003
atl-schaefer2018,100Parcels7Networks,naive-nonpara,vek,primary motor cortex,3.6654310261525915,0.00029997000299970003
atl-schaefer2018,100Parcels7Networks,naive-nonpara,vek,primary sensory cortex,4.1191657181118675,9.999000099990002e-05
atl-schaefer2018,100Parcels7Networks,naive-nonpara,vek,primary/secondary sensory,1.296256491027552,0.19768023197680232
atl-schaefer2018,100Parcels7Networks,vazquez-rodriguez,vek,association cortex 1,-0.9275921468202182,0.3765623437656234
atl-schaefer2018,100Parcels7Networks,vazquez-rodriguez,vek,association cortex 2,0.42637361212213165,0.7461253874612539
atl-schaefer2018,100Parcels7Networks,vazquez-rodriguez,vek,insular cortex,-0.39736115353474766,0.7037296270372962
atl-schaefer2018,100Parcels7Networks,vazquez-rodriguez,vek,limbic regions,-2.314976663256059,0.0188981101889811
atl-schaefer2018,100Parcels7Networks,vazquez-rodriguez,vek,primary motor cortex,2.490333692227153,0.0045995400459954
